"","video_id","publishedAt","channelId","title","description","thumbnails.default.url","thumbnails.default.width","thumbnails.default.height","thumbnails.medium.url","thumbnails.medium.width","thumbnails.medium.height","thumbnails.high.url","thumbnails.high.width","thumbnails.high.height","channelTitle","liveBroadcastContent"
"11","ZcsdXO3-rtU","2016-02-29T22:00:14.000Z","UCJmSX7ghommK3pwMLGNUvPA","Four Students Injured in Ohio School Shooting","On Monday, a shooting inside a southwestern Ohio school lunchroom injured four students — two of whom were shot and two others who were injured in another way. An official said none of the...","https://i.ytimg.com/vi/ZcsdXO3-rtU/default.jpg","120","90","https://i.ytimg.com/vi/ZcsdXO3-rtU/mqdefault.jpg","320","180","https://i.ytimg.com/vi/ZcsdXO3-rtU/hqdefault.jpg","480","360","Wochit News","none"
"12","kgiq-lgiCNk","2016-09-29T13:15:03.000Z","UCJmSX7ghommK3pwMLGNUvPA","Firefighter Takes Down Teen Who Shot 3 And Killed Father","Authorities say a volunteer firefighter stopped a teenager who shot two students and a teacher outside a South Carolina elementary school. The teen also killed his father at their home. Anderson...","https://i.ytimg.com/vi/kgiq-lgiCNk/default.jpg","120","90","https://i.ytimg.com/vi/kgiq-lgiCNk/mqdefault.jpg","320","180","https://i.ytimg.com/vi/kgiq-lgiCNk/hqdefault.jpg","480","360","Wochit News","none"
"13","s0NnE1vVKJ4","2016-09-29T19:54:50.000Z","UCJmSX7ghommK3pwMLGNUvPA","Teen In Custody After Shooting At Townville Elementary","The superintendent at Townville Elemenetary in South Carolina, where a 14 year old student opened fire at the school, has confirmed that two students a teacher were wounded from the attack....","https://i.ytimg.com/vi/s0NnE1vVKJ4/default.jpg","120","90","https://i.ytimg.com/vi/s0NnE1vVKJ4/mqdefault.jpg","320","180","https://i.ytimg.com/vi/s0NnE1vVKJ4/hqdefault.jpg","480","360","Wochit News","none"
"14","LPhaVNuO_0U","2016-09-29T16:43:43.000Z","UCJmSX7ghommK3pwMLGNUvPA","Teacher Shot By Teen Has Been In The Classroom For 13 Years","Authorities say Townville Elementary School Teacher Meghan Hollingsworth was shot in the shoulder Wednesday by a teenager who killed his father before going to the school and shooting others....","https://i.ytimg.com/vi/LPhaVNuO_0U/default.jpg","120","90","https://i.ytimg.com/vi/LPhaVNuO_0U/mqdefault.jpg","320","180","https://i.ytimg.com/vi/LPhaVNuO_0U/hqdefault.jpg","480","360","Wochit News","none"
"15","tRpueuCDfhM","2016-09-28T22:23:38.000Z","UCJmSX7ghommK3pwMLGNUvPA","Officials Say The Teacher and One Child From NC Shooting Are In Good Condition","A hospital official says a teacher and a child brought there following a shooting at a South Carolina elementary school are both in good condition. Asked about shooting victims brought to AnMed...","https://i.ytimg.com/vi/tRpueuCDfhM/default.jpg","120","90","https://i.ytimg.com/vi/tRpueuCDfhM/mqdefault.jpg","320","180","https://i.ytimg.com/vi/tRpueuCDfhM/hqdefault.jpg","480","360","Wochit News","none"
"16","XWEO1gfe3J4","2016-07-09T23:50:45.000Z","UCJmSX7ghommK3pwMLGNUvPA","Dallas Gunman Attended Local Self Defense School","The man who shot and killed five police officers at a protest rally in Dallas trained at a private self-defense school in Texas. The Academy of Combative Warrior Arts teaches firearm tactics,...","https://i.ytimg.com/vi/XWEO1gfe3J4/default.jpg","120","90","https://i.ytimg.com/vi/XWEO1gfe3J4/mqdefault.jpg","320","180","https://i.ytimg.com/vi/XWEO1gfe3J4/hqdefault.jpg","480","360","Wochit News","none"
"17","46T3WFlaZ4w","2016-07-08T01:18:49.000Z","UCJmSX7ghommK3pwMLGNUvPA","Minnesota School Colleagues Shocked By Killing Of ""Mr. Phil""","Philando Castile put on a suit and tie to interview for a supervisory position in the school district where he had worked since he was a teenager. He told the interviewer his goal was to one...","https://i.ytimg.com/vi/46T3WFlaZ4w/default.jpg","120","90","https://i.ytimg.com/vi/46T3WFlaZ4w/mqdefault.jpg","320","180","https://i.ytimg.com/vi/46T3WFlaZ4w/hqdefault.jpg","480","360","Wochit News","none"
"18","pQsj7fhGHfI","2016-03-30T18:28:11.000Z","UCrvhNP_lWuPIP6QZzJmM-bw","Intense shootout caught on camera in the Philippines","The streets of Tanauan City erupted in gunfire on March 21. The scene in the Philippines was caught on CCTV cameras and shows how quickly things can escalate. Story: http://nypost.com/video/intens...","https://i.ytimg.com/vi/pQsj7fhGHfI/default.jpg","120","90","https://i.ytimg.com/vi/pQsj7fhGHfI/mqdefault.jpg","320","180","https://i.ytimg.com/vi/pQsj7fhGHfI/hqdefault.jpg","480","360","New York Post","none"
"19","GY2oaPuD2cI","2016-04-25T19:48:31.000Z","UCJmSX7ghommK3pwMLGNUvPA","Students Return to School After Prom Shooting in Wisconsin","On Monday, high school students returned to class at a northern Wisconsin school where gunfire disrupted on prom night, leaving two students injured and the shooter dead. Authorities say that...","https://i.ytimg.com/vi/GY2oaPuD2cI/default.jpg","120","90","https://i.ytimg.com/vi/GY2oaPuD2cI/mqdefault.jpg","320","180","https://i.ytimg.com/vi/GY2oaPuD2cI/hqdefault.jpg","480","360","Wochit News","none"
"20","BDawGVOZkV8","2016-02-13T02:29:00.000Z","UCJmSX7ghommK3pwMLGNUvPA","Two 15-year-old Girls Die In Murder Suicide Shooting at Phoenix-area School","Two 15-year-old girls died Friday in a shooting at a suburban Phoenix high school that initially caused panic among parents who could not reach their children but later emerged as a murder-suicide....","https://i.ytimg.com/vi/BDawGVOZkV8/default.jpg","120","90","https://i.ytimg.com/vi/BDawGVOZkV8/mqdefault.jpg","320","180","https://i.ytimg.com/vi/BDawGVOZkV8/hqdefault.jpg","480","360","Wochit News","none"
"21","DRQdvxnk81A","2016-07-29T18:37:51.000Z","UCJmSX7ghommK3pwMLGNUvPA","Connecticut School Reopens Four Years After Mass Shooting","On Friday, Connecticut's Sandy Hook Elementary School opened to the general public for the first time since 26 people were killed in a shooting inside the building nearly four years ago. A...","https://i.ytimg.com/vi/DRQdvxnk81A/default.jpg","120","90","https://i.ytimg.com/vi/DRQdvxnk81A/mqdefault.jpg","320","180","https://i.ytimg.com/vi/DRQdvxnk81A/hqdefault.jpg","480","360","Wochit News","none"
"22","Nk_ft-15OEs","2016-07-08T15:18:24.000Z","UCJmSX7ghommK3pwMLGNUvPA","The Murder Of Philando Castile ""Mr. Phil"" Sickens School Colleagues","On Wedejsday Philando Castile was pulled over for what was supposed to be a ticket for a broken tail light. The 32-year-old Cafteria manager, was driving his car alongside his girlfriend, and...","https://i.ytimg.com/vi/Nk_ft-15OEs/default.jpg","120","90","https://i.ytimg.com/vi/Nk_ft-15OEs/mqdefault.jpg","320","180","https://i.ytimg.com/vi/Nk_ft-15OEs/hqdefault.jpg","480","360","Wochit News","none"
"23","oW27-U-CQsY","2016-06-17T22:20:37.000Z","UCJmSX7ghommK3pwMLGNUvPA","Orlando Killer Reportedly Violent In Grade School","School records have showed that Pulse nightclub shooter omar mateen talked about violence and sex as early as third grade. Before he finished high school, he had been suspended for a total...","https://i.ytimg.com/vi/oW27-U-CQsY/default.jpg","120","90","https://i.ytimg.com/vi/oW27-U-CQsY/mqdefault.jpg","320","180","https://i.ytimg.com/vi/oW27-U-CQsY/hqdefault.jpg","480","360","Wochit News","none"
"24","pFmpfr6mciU","2016-06-17T23:48:50.000Z","UCJmSX7ghommK3pwMLGNUvPA","School Records Show Orlando Gunman Was Troubled From At Least the Third Grade","School records show that as early as the third grade, the Florida nightclub shooter talked frequently about sex and violence. Before finishing high school, he was suspended for a total of 48...","https://i.ytimg.com/vi/pFmpfr6mciU/default.jpg","120","90","https://i.ytimg.com/vi/pFmpfr6mciU/mqdefault.jpg","320","180","https://i.ytimg.com/vi/pFmpfr6mciU/hqdefault.jpg","480","360","Wochit News","none"
"25","DkNqmvxvC3I","2016-02-13T02:00:26.000Z","UCJmSX7ghommK3pwMLGNUvPA","Arizona Teens' Deaths: Possible Murder-Suicide or Double-Suicide","Two 15-year-old girls died Friday in a shooting at a suburban Phoenix high school that initially caused panic among parents who could not reach their children. It later emerged as a possible...","https://i.ytimg.com/vi/DkNqmvxvC3I/default.jpg","120","90","https://i.ytimg.com/vi/DkNqmvxvC3I/mqdefault.jpg","320","180","https://i.ytimg.com/vi/DkNqmvxvC3I/hqdefault.jpg","480","360","Wochit News","none"
"26","rWFi2H3EGbQ","2016-06-08T16:39:55.000Z","UCJmSX7ghommK3pwMLGNUvPA","Newtown Documentary Premieres Publicly in Connecticut","Newtown, a documentary on the Sandy Hook Elementary School shooting, will be shown publicly for the first time in Connecticut this weekend. In the film, Mark Barden and David Wheeler share...","https://i.ytimg.com/vi/rWFi2H3EGbQ/default.jpg","120","90","https://i.ytimg.com/vi/rWFi2H3EGbQ/mqdefault.jpg","320","180","https://i.ytimg.com/vi/rWFi2H3EGbQ/hqdefault.jpg","480","360","Wochit News","none"
"27","bevBG-6UxOE","2016-10-19T19:02:34.000Z","UCJmSX7ghommK3pwMLGNUvPA","Classes Pick Back up in San Francisco Following Teen Shooting","Authorities said on Wednesday classes at two San Francisco high schools will resume after four teenage students were shot in the shared parking lot of the schools, leaving one teen in critical...","https://i.ytimg.com/vi/bevBG-6UxOE/default.jpg","120","90","https://i.ytimg.com/vi/bevBG-6UxOE/mqdefault.jpg","320","180","https://i.ytimg.com/vi/bevBG-6UxOE/hqdefault.jpg","480","360","Wochit News","none"
"28","gCRmkGt9V2w","2016-06-02T01:05:19.000Z","UCJmSX7ghommK3pwMLGNUvPA","UCLA Engineering Students Improvised Door Locks During Shooting","Earlier today, UCLA students scrambled to find a place to escape gunfire as what appears to have been a murder suicide unfolded in the engineering bulding on campus. Ultimately security was...","https://i.ytimg.com/vi/gCRmkGt9V2w/default.jpg","120","90","https://i.ytimg.com/vi/gCRmkGt9V2w/mqdefault.jpg","320","180","https://i.ytimg.com/vi/gCRmkGt9V2w/hqdefault.jpg","480","360","Wochit News","none"
"29","GPsItf5LQ2Y","2016-07-15T01:28:17.000Z","UCJmSX7ghommK3pwMLGNUvPA","Hundreds Gather To Remember Philando Castile","Hundreds of people gathered at the St. Paul school where 32-year-old Philando Castile worked. Castile was shot and killed by a police offer last week during a traffic stop. His girlfriend streamed...","https://i.ytimg.com/vi/GPsItf5LQ2Y/default.jpg","120","90","https://i.ytimg.com/vi/GPsItf5LQ2Y/mqdefault.jpg","320","180","https://i.ytimg.com/vi/GPsItf5LQ2Y/hqdefault.jpg","480","360","Wochit News","none"
"30","ZgK1SJa6_K8","2016-11-11T18:12:18.000Z","UCJmSX7ghommK3pwMLGNUvPA","Protest Threat Influences Chicago High School To Cancel Classes","A Catholic high school on Chicago's South Side canceled classes Friday, amid concern about a demonstration. The protest, which was later postponed, was for the fatal police shooting of a black...","https://i.ytimg.com/vi/ZgK1SJa6_K8/default.jpg","120","90","https://i.ytimg.com/vi/ZgK1SJa6_K8/mqdefault.jpg","320","180","https://i.ytimg.com/vi/ZgK1SJa6_K8/hqdefault.jpg","480","360","Wochit News","none"
"31","qGiIDlekVjc","2016-11-12T13:10:34.000Z","UCJmSX7ghommK3pwMLGNUvPA","Police Chief Plans To Meet With Black High School Students","On Friday, Chicago's police chief agreed to hold monthly meetings with a group of Black high school students. The students planned a demonstration protesting an officer's fatal shooting of...","https://i.ytimg.com/vi/qGiIDlekVjc/default.jpg","120","90","https://i.ytimg.com/vi/qGiIDlekVjc/mqdefault.jpg","320","180","https://i.ytimg.com/vi/qGiIDlekVjc/hqdefault.jpg","480","360","Wochit News","none"
"32","7lGdzSnfYog","2016-10-14T21:51:24.000Z","UCJmSX7ghommK3pwMLGNUvPA","Judge Dismisses Sandy Hook Families Lawsuit","A judge dismissed a wrongful death lawsuit by Newtown families against the maker of the rifle used in the Sandy Hook Elementary School shooting. The judge said federal law shields gun manufacturers...","https://i.ytimg.com/vi/7lGdzSnfYog/default.jpg","120","90","https://i.ytimg.com/vi/7lGdzSnfYog/mqdefault.jpg","320","180","https://i.ytimg.com/vi/7lGdzSnfYog/hqdefault.jpg","480","360","Wochit News","none"
"33","Jrr6dkYbPLE","2016-11-12T01:43:17.000Z","UCJmSX7ghommK3pwMLGNUvPA","Black student protesters will have regular meetings with Chicago Police Chief","CHICAGO (AP) — Chicago's police chief agreed Friday to hold monthly meetings with a group of black high school students who had planned a demonstration protesting an officer's fatal shooting...","https://i.ytimg.com/vi/Jrr6dkYbPLE/default.jpg","120","90","https://i.ytimg.com/vi/Jrr6dkYbPLE/mqdefault.jpg","320","180","https://i.ytimg.com/vi/Jrr6dkYbPLE/hqdefault.jpg","480","360","Wochit News","none"
"34","c27WaqaaAnY","2016-12-14T19:05:29.000Z","UCJmSX7ghommK3pwMLGNUvPA","Newtown Mourns Four Years after Sandy Hook Shooting","The Connecticut town of Newtown is marking the fourth anniversary to the tragic shooting at a local elementary school. The town held a moment of silence for the dozens of people killed four...","https://i.ytimg.com/vi/c27WaqaaAnY/default.jpg","120","90","https://i.ytimg.com/vi/c27WaqaaAnY/mqdefault.jpg","320","180","https://i.ytimg.com/vi/c27WaqaaAnY/hqdefault.jpg","480","360","Wochit News","none"
"35","GrNmiZgDF-4","2016-12-14T21:15:07.000Z","UCJmSX7ghommK3pwMLGNUvPA","Newtown Marks 4th Anniv. Of Sandy Hook Massacre","Newtown, Connecticut held a moment of silence on Wednesday to mark the fourth anniversary of the Sandy Hook Elementary School shooting. Flags were flown at half-staff across Connecticut. 20...","https://i.ytimg.com/vi/GrNmiZgDF-4/default.jpg","120","90","https://i.ytimg.com/vi/GrNmiZgDF-4/mqdefault.jpg","320","180","https://i.ytimg.com/vi/GrNmiZgDF-4/hqdefault.jpg","480","360","Wochit News","none"
"36","DxmCI0RNm-A","2016-07-08T12:20:22.000Z","UCJmSX7ghommK3pwMLGNUvPA","""Mr. Phil"" Philandro Castile's Shooting Shocks His Colleagues","When interviewing for a supervisory position in the school district where he had worked since he was a teenager, Philando Castile had put on a suit and tie. He told the interviewer his goal...","https://i.ytimg.com/vi/DxmCI0RNm-A/default.jpg","120","90","https://i.ytimg.com/vi/DxmCI0RNm-A/mqdefault.jpg","320","180","https://i.ytimg.com/vi/DxmCI0RNm-A/hqdefault.jpg","480","360","Wochit News","none"
"37","YLDJcqUACaw","2016-04-25T19:52:48.000Z","UCJmSX7ghommK3pwMLGNUvPA","Two Days After the Wisconsin Prom Shooting Students Return to Scene","ANTIGO, Wis. (AP) — Students returned to class Monday at a northern Wisconsin high school where gunfire disrupted prom night, leaving two students injured and the shooter dead. Meanwhile,...","https://i.ytimg.com/vi/YLDJcqUACaw/default.jpg","120","90","https://i.ytimg.com/vi/YLDJcqUACaw/mqdefault.jpg","320","180","https://i.ytimg.com/vi/YLDJcqUACaw/hqdefault.jpg","480","360","Wochit News","none"
"38","CyKofKVLLUk","2016-07-08T03:49:14.000Z","UCJmSX7ghommK3pwMLGNUvPA","Shooting of ""Mr. Phil"" Leave Minnesota Collegues In Shock","Philando Castile had worked in the Minnesota school district where he was employed since he was a teenager. As he interviewed for the superviosry position he told the interviewer his goal was...","https://i.ytimg.com/vi/CyKofKVLLUk/default.jpg","120","90","https://i.ytimg.com/vi/CyKofKVLLUk/mqdefault.jpg","320","180","https://i.ytimg.com/vi/CyKofKVLLUk/hqdefault.jpg","480","360","Wochit News","none"
"39","Uao21Qzgazw","2016-04-24T21:03:13.000Z","UCJmSX7ghommK3pwMLGNUvPA","Teen shoots 2 outside Wisconsin prom before cop kills him","An 18-year-old man opened fire with a high-powered rifle outside of a high school prom in northern Wisconsin. Police said he wounded two students before a police officer who was in the parking...","https://i.ytimg.com/vi/Uao21Qzgazw/default.jpg","120","90","https://i.ytimg.com/vi/Uao21Qzgazw/mqdefault.jpg","320","180","https://i.ytimg.com/vi/Uao21Qzgazw/hqdefault.jpg","480","360","Wochit News","none"
"40","2nae2hfG_J0","2016-06-20T20:04:53.000Z","UCJmSX7ghommK3pwMLGNUvPA","Gun Maker Seeks Newtown Lawsuit Dismissal","A lawyer for families of some victims of the Sandy Hook Elementary School massacre told a judge Monday, a gun manufacturer should be held accountable for selling the public semi-automatic rifles...","https://i.ytimg.com/vi/2nae2hfG_J0/default.jpg","120","90","https://i.ytimg.com/vi/2nae2hfG_J0/mqdefault.jpg","320","180","https://i.ytimg.com/vi/2nae2hfG_J0/hqdefault.jpg","480","360","Wochit News","none"
"41","tsMYTSmKUDU","2016-07-29T02:58:28.000Z","UCJmSX7ghommK3pwMLGNUvPA","Sandy Hook Families, Remington Still At Odds Over Documents","A Connecticut judge has asked lawyers for Remington Arms and families of some Sandy Hook Elementary School massacre victims to meet privately. The purpose of the meeting is to resolve disagreements...","https://i.ytimg.com/vi/tsMYTSmKUDU/default.jpg","120","90","https://i.ytimg.com/vi/tsMYTSmKUDU/mqdefault.jpg","320","180","https://i.ytimg.com/vi/tsMYTSmKUDU/hqdefault.jpg","480","360","Wochit News","none"
"42","cz7NPIwq9PY","2016-10-15T03:56:36.000Z","UCJmSX7ghommK3pwMLGNUvPA","Newtown Lawsuit Against Gun Maker Dismissed","On Friday a judge dismissed a wrongful-death lawsuit by Newtown families against the maker of the rifle used in the Sandy Hook Elementary School shooting massacre/ The court cited an embattled...","https://i.ytimg.com/vi/cz7NPIwq9PY/default.jpg","120","90","https://i.ytimg.com/vi/cz7NPIwq9PY/mqdefault.jpg","320","180","https://i.ytimg.com/vi/cz7NPIwq9PY/hqdefault.jpg","480","360","Wochit News","none"
"43","GSddhOtZHOY","2016-06-14T20:55:51.000Z","UCJmSX7ghommK3pwMLGNUvPA","Mother Of Sandy Hooks Victim Writes Orlando Shooting Victims Letter","Nelba Marquez-Green's six-year-old daughter was shot and killed at Connecticut's Sandy Hook Elementary School shooting. She has since written a letter about the grief she felt after the...","https://i.ytimg.com/vi/GSddhOtZHOY/default.jpg","120","90","https://i.ytimg.com/vi/GSddhOtZHOY/mqdefault.jpg","320","180","https://i.ytimg.com/vi/GSddhOtZHOY/hqdefault.jpg","480","360","Wochit News","none"
"44","6pVfYgkoiRg","2016-06-20T17:33:53.000Z","UCJmSX7ghommK3pwMLGNUvPA","Newtown Families Still Want Justice from Gun Company","A judge will hear arguments on whether to dismiss a lawsuit against the maker of the semi-automatic rifle used to kill 20 children and six adults in the 2012 Sandy Hook Elementary School massacre....","https://i.ytimg.com/vi/6pVfYgkoiRg/default.jpg","120","90","https://i.ytimg.com/vi/6pVfYgkoiRg/mqdefault.jpg","320","180","https://i.ytimg.com/vi/6pVfYgkoiRg/hqdefault.jpg","480","360","Wochit News","none"
"45","nENYxi-IwmY","2016-07-07T14:26:06.000Z","UCJmSX7ghommK3pwMLGNUvPA","Minnesota Man Fatally Shot By Police, Video Being Investigated","A man traveling in a car with a woman and a child was fatally shot by a Minnesota police officer. 32-year-old Philando Castile was a cafeteria assistant at a Montessori school. Philando's cousin...","https://i.ytimg.com/vi/nENYxi-IwmY/default.jpg","120","90","https://i.ytimg.com/vi/nENYxi-IwmY/mqdefault.jpg","320","180","https://i.ytimg.com/vi/nENYxi-IwmY/hqdefault.jpg","480","360","Wochit News","none"
"46","ICqSD3niJeQ","2016-12-14T20:23:33.000Z","UCJmSX7ghommK3pwMLGNUvPA","Newtown Mourns Sandy Hook Shooting Four Years Later","Four years have passed since the tragic shooting at Sandy Hook Elementary School. But the town of Newtown has not forgotten. Though the town has not officially held a memorial event on the...","https://i.ytimg.com/vi/ICqSD3niJeQ/default.jpg","120","90","https://i.ytimg.com/vi/ICqSD3niJeQ/mqdefault.jpg","320","180","https://i.ytimg.com/vi/ICqSD3niJeQ/hqdefault.jpg","480","360","Wochit News","none"
"47","6gKycZ7DqEA","2016-10-15T16:00:48.000Z","UCJmSX7ghommK3pwMLGNUvPA","Newtown Families' Lawsuit Against Gun Maker Dismissed","A wrongful-death lawsuit was dismissed by a judge on Friday that was filed by families in Newtown, Connecticut. The lawsuit was filed ""against the maker of the rifle used in the Sandy Hook...","https://i.ytimg.com/vi/6gKycZ7DqEA/default.jpg","120","90","https://i.ytimg.com/vi/6gKycZ7DqEA/mqdefault.jpg","320","180","https://i.ytimg.com/vi/6gKycZ7DqEA/hqdefault.jpg","480","360","Wochit News","none"
"48","M9HIGEdljqI","2016-07-09T19:00:32.000Z","UCJmSX7ghommK3pwMLGNUvPA","Serena Williams Speaks Out About Recent Shootings","Wimbledon champion Serena Williams says the recent fatal police shootings of two black men and the attack on police in Dallas have her worried. Williams was asked about the episodes after winning...","https://i.ytimg.com/vi/M9HIGEdljqI/default.jpg","120","90","https://i.ytimg.com/vi/M9HIGEdljqI/mqdefault.jpg","320","180","https://i.ytimg.com/vi/M9HIGEdljqI/hqdefault.jpg","480","360","Wochit News","none"
"49","4H9upSJX_VU","2016-04-22T17:59:09.000Z","UCJmSX7ghommK3pwMLGNUvPA","At Least Seven People Killed in Ohio Shooting","Local news agencies reported that a shooting or series of shootings killed at least seven family members, five of which were children, in southern Ohio on Friday. A Pike County official said...","https://i.ytimg.com/vi/4H9upSJX_VU/default.jpg","120","90","https://i.ytimg.com/vi/4H9upSJX_VU/mqdefault.jpg","320","180","https://i.ytimg.com/vi/4H9upSJX_VU/hqdefault.jpg","480","360","Wochit News","none"
"50","YMw-6Isft84","2016-05-06T22:27:50.000Z","UCJmSX7ghommK3pwMLGNUvPA","3 Fatal Shootings The Act Of Federal Security Guard?","Police said, a federal security officer suspected in three fatal shootings outside a high school, a mall and a supermarket in the Washington, D.C., area was arrested Friday. Three more people...","https://i.ytimg.com/vi/YMw-6Isft84/default.jpg","120","90","https://i.ytimg.com/vi/YMw-6Isft84/mqdefault.jpg","320","180","https://i.ytimg.com/vi/YMw-6Isft84/hqdefault.jpg","480","360","Wochit News","none"
"51","wYo30BjDm7k","2016-07-25T21:12:10.000Z","UCJmSX7ghommK3pwMLGNUvPA","2 Dead, 17 Injured in Shooting at Florida Nightclub's 'Teen' Party","Gunfire erupted at a nightclub hosting a swimsuit-themed party for teens in Florida, According to officials on Monday, two teens are dead and at least 17 other people wounded. It was not immediatel...","https://i.ytimg.com/vi/wYo30BjDm7k/default.jpg","120","90","https://i.ytimg.com/vi/wYo30BjDm7k/mqdefault.jpg","320","180","https://i.ytimg.com/vi/wYo30BjDm7k/hqdefault.jpg","480","360","Wochit News","none"
